"Name","Date","VS","Score","ATS","O/U"
"Wolves","16-Feb","LAL","L 104-112","L 6","U 223.5"
"Wolves","14-Feb","@ TOR","W 116-112","W 7.5","U 229.5"
"Wolves","12-Feb","@ CHA","L 114-120","L 2.5","O 230"
"Wolves","10-Feb","LAC","L 112-119","W 8.5","O 224"
"Wolves","8-Feb","@ DAL","L 122-127","W 10","O 228.5"
"Wolves","6-Feb","@ OKC","L 118-120","P 2","O 220.5"
"Wolves","5-Feb","@ OKC","W 106-103","W -2","U 220.5"
"Wolves","3-Feb","@ SA","L 108-111","W 7.5","U 226"
"Wolves","1-Feb","@ CLE","L 98-100","W 3.5","U 221.5"
"Wolves","31-Jan","CLE","W 109-104","W 3","U 219.5"
"Wolves","29-Jan","PHI","L 94-118","L 9.5","U 225.5"
"Wolves","27-Jan","@ GS","L 111-123","L 9","O 228.5"
"Wolves","25-Jan","@ GS","L 108-130","L 8.5","O 227.5"
"Wolves","23-Jan","NO","W 120-110","W 8.5","O 218"
"Wolves","22-Jan","ATL","L 98-116","L 6","U 226.5"
"Wolves","20-Jan","ORL","L 96-97","W 4","U 220"
"Wolves","18-Jan","@ ATL","L 97-108","L 7","U 228.5"
"Wolves","13-Jan","MEM","L 107-118","L -2.5","O 222.5"
"Wolves","10-Jan","SA","W 96-88","W 4","U 229.5"
"Wolves","9-Jan","SA","L 122-125 (OT)","W 3.5","O 235.5"
"Wolves","7-Jan","@ POR","L 117-135","L 10","O 233"
"Wolves","5-Jan","@ DEN","L 116-123","W 10.5","O 226"
"Wolves","3-Jan","DEN","L 109-124","L 8.5","O 226"
"Wolves","1-Jan","WAS","L 109-130","L 1.5","O 234.5"
"Wolves","29-Dec","@ LAC","L 101-124","L 10.5","U 226"
"Wolves","27-Dec","@ LAL","L 91-127","L 10.5","U 229"
"Wolves","26-Dec","@ UTA","W 116-111","W 9","U 228.5"
"Wolves","23-Dec","DET","W 111-101","W -5.5","U 225"
"Wolves","10-Apr","CHI","L 120-124","L -7.5","O 229"
"Wolves","7-Apr","SA","W 127-121","L -7","O 238.5"
"Wolves","5-Apr","WAS","L 114-132","L -12","O 239.5"
"Wolves","3-Apr","@ HOU","W 139-132","L -13.5","O 246"
"Wolves","1-Apr","@ DEN","W 136-130","W 3","O 241"
"Wolves","30-Mar","@ TOR","L 102-125","L 2.5","U 228.5"
"Wolves","27-Mar","@ BOS","L 112-134","L 6","O 230"
"Wolves","25-Mar","DAL","W 116-95","W -4.5","U 228"
"Wolves","23-Mar","PHO","L 116-125","L -2","O 239.5"
"Wolves","21-Mar","@ DAL","L 108-110","L 1","U 228.5"
"Wolves","19-Mar","MIL","W 138-119","W -3.5","O 242.5"
"Wolves","16-Mar","LAL","W 124-104","W -8.5","U 242.5"
"Wolves","14-Mar","@ SA","W 149-139","W -3.5","O 241"
"Wolves","12-Mar","@ MIA","W 113-104","W 4","U 230.5"
"Wolves","11-Mar","@ ORL","L 110-118","L -8.5","U 233"
"Wolves","9-Mar","OKC","W 132-102","W -15.5","U 235.5"
"Wolves","7-Mar","POR","W 124-81","W -13.5","U 228.5"
"Wolves","5-Mar","POR","W 135-121","W -13.5","O 234.5"
"Wolves","4-Mar","@ OKC","W 138-101","W -10","O 231"
"Wolves","1-Mar","GS","W 129-114","W 3.5","O 231.5"
"Wolves","28-Feb","@ CLE","W 127-122","W -3.5","O 218"
"Wolves","25-Feb","PHI","L 102-133","L 2.5","O 229.5"
"Wolves","24-Feb","MEM","W 119-114","W 2","U 240.5"
"Wolves","16-Feb","TOR","L 91-103","L -1.5","U 228.5"
"Wolves","15-Feb","CHA","W 126-120 (OT)","P -6","O 244.5"
"Wolves","13-Feb","@ IND","W 129-120","W -7.5","O 240"
"Wolves","11-Feb","@ CHI","L 122-134","L 1","O 240"
"Wolves","9-Feb","@ SAC","L 119-132","L -7","O 237"
"Wolves","8-Feb","@ SAC","W 134-114","W -9","O 235"
"Wolves","6-Feb","DET","W 118-105","W -12.5","U 230.5"
"Wolves","3-Feb","@ DET","W 128-117","W -7.5","O 226.5"
"Wolves","1-Feb","DEN","W 130-115","W -1","O 228.5"
"Wolves","30-Jan","UTA","W 126-106","W -2","O 227.5"
"Wolves","28-Jan","@ PHO","L 124-134","L 8","O 228.5"
"Wolves","27-Jan","@ GS","L 115-124","L 6.5","O 230"
"Wolves","25-Jan","@ POR","W 109-107","L -3","U 234"
"Wolves","23-Jan","BK","W 136-125","W -3","O 237"
"Wolves","19-Jan","@ ATL","L 122-134","L 1.5","O 235.5"
"Wolves","18-Jan","@ NY","W 112-110","L -4","O 216.5"
"Wolves","16-Jan","GS","W 119-99","W -5","O 215"
"Wolves","13-Jan","@ MEM","L 108-116","L 3","U 231"
"Wolves","11-Jan","@ NO","L 125-128","L -3.5","O 226.5"
"Wolves","9-Jan","@ HOU","W 141-123","W -6.5","O 235.5"
"Wolves","7-Jan","@ OKC","W 135-105","W -5","O 219"
"Wolves","5-Jan","OKC","W 98-90","L -9","U 219"
"Wolves","3-Jan","@ LAC","W 122-104","W 3.5","O 215.5"
"Wolves","2-Jan","@ LAL","L 103-108","W 7","U 222.5"
"Wolves","31-Dec","@ UTA","L 108-120","P 12","O 222"
"Wolves","28-Dec","NY","L 88-96","L 5.5","U 211.5"
"Wolves","27-Dec","BOS","W 108-103","W 5","U 214.5"
"Wolves","23-Dec","@ UTA","L 116-128","W 15.5","O 226"
"Wolves","21-Dec","@ DAL","L 102-114","L -2","O 213.5"
"Wolves","19-Dec","DAL","W 111-105","W -3.5","O 214.5"
"Wolves","17-Dec","LAL","W 110-92","W 1","U 223"
"Wolves","15-Dec","@ DEN","W 124-107","W 4","O 223"
"Wolves","12-Dec","@ POR","W 116-111","W 3","O 226"
"Wolves","10-Dec","CLE","L 106-123","L 2","O 213.5"
"Wolves","8-Dec","UTA","L 104-136","L 7","O 218.5"
"Wolves","6-Dec","ATL","L 110-121","L -1.5","O 221.5"
"Wolves","3-Dec","@ BK","L 105-110","W 9","U 219.5"
"Wolves","1-Dec","@ WAS","L 107-115","L 3.5","O 217"
"Wolves","29-Nov","IND","W 100-98","L -4","U 220"
"Wolves","27-Nov","@ PHI","W 121-120 (OT)","W 6.5","O 218"
"Wolves","26-Nov","@ CHA","L 115-133","L 2","O 226.5"
"Wolves","24-Nov","MIA","W 113-101","W 1","O 213"
"Wolves","22-Nov","@ NO","W 110-96","W -3.5","U 213.5"
"Wolves","20-Nov","MEM","W 138-95","W -2.5","O 221"
"Wolves","18-Nov","SA","W 115-90","W -2","U 219.5"
"Wolves","17-Nov","SAC","W 107-97","W -2.5","U 227.5"
"Wolves","15-Nov","PHO","L 96-99","W 4","U 222"
"Wolves","13-Nov","@ LAC","L 102-129","L 7","O 220.5"
"Wolves","12-Nov","@ LAL","W 107-83","W -1.5","U 223.5"
"Wolves","10-Nov","@ GS","L 110-123","L 7.5","O 223.5"
"Wolves","8-Nov","@ MEM","L 118-125 (OT)","L 4.5","O 220.5"
"Wolves","5-Nov","LAC","L 84-104","L 2.5","U 215.5"
"Wolves","3-Nov","LAC","L 115-126","L 2.5","O 213.5"
"Wolves","1-Nov","ORL","L 97-115","L -8.5","U 217"
"Wolves","30-Oct","DEN","L 91-93","L -1.5","U 219.5"
"Wolves","27-Oct","@ MIL","W 113-108","W 6","U 231.5"
"Wolves","25-Oct","NO","L 98-107","L -5.5","U 224.5"
"Wolves","23-Oct","NO","W 96-89","L -7.5","U 229"
"Wolves","20-Oct","HOU","W 124-106","W -6.5","U 232"
"Wolves","9-Apr","NO","W 113-108","W -3.5","U 226.5"
"Wolves","8-Apr","@ SA","W 151-131","W -15.5","O 234.5"
"Wolves","4-Apr","@ BK","W 107-102","W -2.5","U 224.5"
"Wolves","2-Apr","POR","L 105-107","L -19","U 224.5"
"Wolves","31-Mar","LAL","L 111-123","L 2","O 231.5"
"Wolves","29-Mar","@ PHO","L 100-107","L 6","U 233.5"
"Wolves","27-Mar","@ SAC","W 119-115","W 5","U 239.5"
"Wolves","26-Mar","@ GS","W 99-96","W 5.5","U 241.5"
"Wolves","22-Mar","ATL","W 125-124","L -3.5","O 241"
"Wolves","20-Mar","@ NY","W 140-134","W 8","O 227.5"
"Wolves","18-Mar","@ TOR","L 107-122","L 9.5","O 222.5"
"Wolves","17-Mar","@ CHI","L 131-139 (OT)","L 2.5","O 222"
"Wolves","15-Mar","BOS","L 102-104","W 4","U 231.5"
"Wolves","13-Mar","@ ATL","W 136-115","W 4.5","O 241"
"Wolves","10-Mar","BK","L 123-124 (OT)","L -4.5","O 226.5"
"Wolves","7-Mar","PHI","L 94-117","L -3.5","U 227"
"Wolves","4-Mar","@ SAC","W 138-134","W 4.5","O 237.5"
"Wolves","3-Mar","@ LAL","W 110-102","W -1.5","U 227"
"Wolves","28-Feb","@ LAC","W 108-101","W 6.5","U 231"
"Wolves","26-Feb","@ GS","L 104-109","L 2","U 236.5"
"Wolves","24-Feb","CHA","L 113-121","L -7","U 240.5"
"Wolves","16-Feb","WAS","L 106-114","L -3","U 233.5"
"Wolves","13-Feb","@ DAL","W 124-121","W 6","O 232.5"
"Wolves","10-Feb","@ MEM","L 107-128","L 6.5","O 230.5"
"Wolves","8-Feb","@ UTA","W 143-118","W 9","O 234"
"Wolves","7-Feb","@ DEN","L 112-146","L 8","O 232.5"
"Wolves","5-Feb","DEN","W 128-98","W -8.5","P 226"
"Wolves","3-Feb","ORL","L 120-127","L -5.5","O 229"
"Wolves","1-Feb","GS","W 119-114 (OT)","W 5.5","U 241.5"
"Wolves","30-Jan","SAC","L 111-118 (OT)","L 1","U 236.5"
"Wolves","28-Jan","SAC","W 117-110","W 1.5","U 238"
"Wolves","27-Jan","MEM","W 111-100","W 1.5","U 236"
"Wolves","25-Jan","@ NO","W 111-102","W 2","U 228"
"Wolves","23-Jan","@ HOU","L 114-119","L -6","O 232"
"Wolves","21-Jan","HOU","W 113-104","W -8","U 240"
"Wolves","19-Jan","TOR","W 128-126","W 4.5","O 233.5"
"Wolves","18-Jan","@ DEN","L 118-122","W 9","U 241"
"Wolves","16-Jan","UTA","L 125-126","L -4.5","O 233"
"Wolves","14-Jan","CLE","W 110-102","W 4.5","U 224.5"
"Wolves","13-Jan","PHO","W 121-116","L -6.5","O 223.5"
"Wolves","11-Jan","@ DET","L 118-135","L -6.5","O 234"
"Wolves","8-Jan","@ HOU","W 104-96","W -4","U 232.5"
"Wolves","6-Jan","LAC","W 128-115","W -5.5","O 224.5"
"Wolves","4-Jan","POR","W 113-106","W 1.5","U 233.5"
"Wolves","2-Jan","DEN","W 124-111","W 4.5","O 231"
"Wolves","31-Dec","DET","L 104-116","L -7","U 232"
"Wolves","30-Dec","@ MIL","L 114-123","L 7.5","O 229"
"Wolves","28-Dec","@ NO","L 118-119","W 6.5","O 233"
"Wolves","26-Dec","@ MIA","L 110-113","L 1","O 221.5"
"Wolves","23-Dec","@ BOS","L 109-121","L 9.5","O 229"
"Wolves","21-Dec","DAL","L 99-104","L 2.5","U 228"
"Wolves","19-Dec","DAL","W 116-106","W 6","U 231"
"Wolves","18-Dec","CHI","W 150-126","W 2","O 233.5"
"Wolves","16-Dec","@ OKC","W 112-110","W 5","U 234.5"
"Wolves","14-Dec","@ LAC","L 88-99","L 7","U 221"
"Wolves","12-Dec","@ POR","L 112-133","L 3.5","O 230.5"
"Wolves","10-Dec","@ POR","L 118-124","L 5.5","O 230"
"Wolves","9-Dec","@ UTA","W 118-108","W -1","U 234"
"Wolves","7-Dec","IND","W 121-115","W -4.5","U 238.5"
"Wolves","3-Dec","OKC","L 128-135","L -5.5","O 233"
"Wolves","30-Nov","MEM","W 109-101","W 3","U 232"
"Wolves","28-Nov","@ WAS","L 127-142","L 1","O 228"
"Wolves","27-Nov","GS","L 114-137","L 1.5","O 237"
"Wolves","25-Nov","@ CHA","L 108-110","L -6.5","U 227"
"Wolves","23-Nov","@ IND","W 115-101","W -2","U 236.5"
"Wolves","21-Nov","MIA","W 105-101","L -8.5","U 220"
"Wolves","19-Nov","@ PHI","W 112-109","L -3.5","O 218"
"Wolves","16-Nov","@ ORL","W 126-108","W -8","O 224"
"Wolves","13-Nov","@ CLE","W 129-124","W 1","O 222"
"Wolves","11-Nov","@ MEM","L 103-114","L 4","U 233.5"
"Wolves","9-Nov","PHO","L 117-129","L -2","O 223.5"
"Wolves","7-Nov","NY","L 107-120","L -2.5","U 235"
"Wolves","5-Nov","HOU","W 129-117","W -7.5","O 234.5"
"Wolves","4-Nov","MIL","L 102-115","L 2","U 225"
"Wolves","1-Nov","@ PHO","L 107-116","L 3.5","U 227.5"
"Wolves","30-Oct","@ SA","L 98-107","L -6","U 236.5"
"Wolves","28-Oct","LAL","W 111-102","W -8","U 232"
"Wolves","26-Oct","SA","W 134-122","W -9.5","O 235"
"Wolves","24-Oct","SA","L 106-115","L -8.5","U 235"
"Wolves","23-Oct","@ OKC","W 116-106","W -9.5","U 226"
"Wolves","21-Oct","UTA","L 126-132 (OT)","L -8","O 227"
"Wolves","19-Oct","OKC","W 115-108","L -11","U 225.5"
"Thunder","16-May","LAC","W 117-112","W 8","O 220.5"
"Thunder","14-May","UTA","L 93-109","L 15.5","U 222"
"Thunder","11-May","@ SAC","L 106-122","L 9","O 222.5"
"Thunder","9-May","@ SAC","L 98-126","L 9","U 224.5"
"Thunder","8-May","@ GS","L 97-136","L 13.5","O 223"
"Thunder","6-May","@ GS","L 97-118","L 13.5","U 225.5"
"Thunder","4-May","SAC","L 99-103","W 5.5","U 227"
"Thunder","2-May","PHO","L 120-123","W 15.5","O 221.5"
"Thunder","1-May","IND","L 95-152","L 8.5","O 232.5"
"Thunder","29-Apr","NO","L 95-109","L 9","U 232.5"
"Thunder","27-Apr","@ BOS","W 119-115","W 11","O 215.5"
"Thunder","26-Apr","@ PHI","L 90-121","L 15.5","U 219"
"Thunder","23-Apr","WAS","L 109-129","L 9","O 232.5"
"Thunder","21-Apr","@ IND","L 116-122","W 9","O 231"
"Thunder","19-Apr","@ WAS","L 107-119","W 12.5","U 232.5"
"Thunder","18-Apr","@ TOR","L 106-112","L 5","U 219.5"
"Thunder","16-Apr","@ DET","L 104-110","L 2.5","U 217"
"Thunder","14-Apr","GS","L 109-147","L 12.5","O 223.5"
"Thunder","13-Apr","@ UTA","L 96-106","W 16.5","U 222"
"Thunder","10-Apr","PHI","L 93-117","L 10","U 216.5"
"Thunder","8-Apr","CLE","L 102-129","L 4","O 219"
"Thunder","7-Apr","CHA","L 102-113","L 5.5","O 213.5"
"Thunder","5-Apr","DET","L 108-132","L 3","O 214"
"Thunder","3-Apr","@ POR","L 85-133","L 12.5","U 231"
"Thunder","2-Apr","@ PHO","L 103-140","L 13.5","O 221"
"Thunder","31-Mar","TOR","W 113-103","W 7.5","U 221"
"Thunder","29-Mar","DAL","L 106-127","L 11.5","O 220.5"
"Thunder","27-Mar","BOS","L 94-111","L 6.5","U 217"
"Thunder","24-Mar","MEM","L 107-116","L 7","O 219"
"Thunder","22-Mar","@ MIN","W 112-103","W 5","U 230.5"
"Thunder","21-Mar","@ HOU","W 114-112","W 4.5","O 218.5"
"Thunder","18-Mar","@ ATL","L 93-116","L 8","U 223.5"
"Thunder","16-Mar","@ CHI","L 102-123","L 7","U 227.5"
"Thunder","14-Mar","MEM","W 128-122","W 9.5","O 224"
"Thunder","13-Mar","NY","L 97-119","L 4.5","O 209"
"Thunder","11-Mar","DAL","W 116-108","W 2","O 215.5"
"Thunder","4-Mar","@ SA","W 107-102","W 7","U 219"
"Thunder","3-Mar","@ DAL","L 78-87","L 5","U 220.5"
"Thunder","27-Feb","DEN","L 96-126","L 6.5","O 219.5"
"Thunder","26-Feb","ATL","W 118-109","W 5.5","O 226"
"Thunder","24-Feb","SA","W 102-99","W 1","U 217"
"Thunder","22-Feb","MIA","L 94-108","L 7","U 212.5"
"Thunder","21-Feb","@ CLE","W 117-101","W -3","U 219"
"Thunder","19-Feb","@ MIL","L 85-98","L 11","U 232.5"
"Thunder","17-Feb","@ MEM","L 113-122","L 7","O 227"
"Thunder","16-Feb","POR","L 104-115","L 5.5","U 226.5"
"Thunder","14-Feb","MIL","W 114-109","W 11.5","U 228.5"
"Thunder","12-Feb","@ DEN","L 95-97","W 11.5","U 222"
"Thunder","10-Feb","@ LAL","L 113-114 (OT)","W 12","O 216.5"
"Thunder","8-Feb","@ LAL","L 112-119 (OT)","W 9.5","O 221"
"Thunder","6-Feb","MIN","W 120-118","P -2","O 220.5"
"Thunder","5-Feb","MIN","L 103-106","L 2","U 220.5"
"Thunder","3-Feb","HOU","W 104-87","W 6.5","U 222.5"
"Thunder","1-Feb","HOU","L 106-136","L 4.5","O 225.5"
"Thunder","29-Jan","BK","L 125-147","L 7.5","O 230.5"
"Thunder","27-Jan","@ PHO","W 102-97","W 8","U 215"
"Thunder","25-Jan","@ POR","W 125-122","W 4.5","O 227"
"Thunder","24-Jan","@ LAC","L 100-108","W 13","U 220.5"
"Thunder","22-Jan","@ LAC","L 106-120","L 13.5","O 221.5"
"Thunder","19-Jan","@ DEN","L 101-119","L 10","O 219.5"
"Thunder","15-Jan","CHI","W 127-125 (OT)","W 2.5","O 225.5"
"Thunder","13-Jan","LAL","L 99-128","L 11.5","O 219"
"Thunder","12-Jan","SA","L 102-112","L 2","U 218.5"
"Thunder","10-Jan","@ BK","W 129-116","W 8","O 224.5"
"Thunder","8-Jan","@ NY","W 101-89","W 3","U 212"
"Thunder","6-Jan","@ NO","W 111-110","W 8","O 213.5"
"Thunder","4-Jan","@ MIA","L 90-118","L 9.5","U 214.5"
"Thunder","2-Jan","@ ORL","W 108-99","W 4.5","U 216.5"
"Thunder","31-Dec","NO","L 80-113","L 5.5","U 213.5"
"Thunder","29-Dec","ORL","L 107-118","L 6.5","O 219"
"Thunder","28-Dec","UTA","L 109-110","W 9","O 218"
"Thunder","26-Dec","@ CHA","W 109-107","W 3","U 219.5"
"Thunder","10-Apr","@ LAC","L 88-138","L 12","O 216.5"
"Thunder","8-Apr","@ LAL","L 101-120","L 6","U 225"
"Thunder","6-Apr","@ UTA","L 101-137","L 15.5","O 214.5"
"Thunder","5-Apr","POR","W 98-94","W -3.5","U 220.5"
"Thunder","3-Apr","PHO","W 117-96","W 14","U 221.5"
"Thunder","1-Apr","DET","L 101-110","L 4","U 222"
"Thunder","30-Mar","ATL","L 118-136","L 13","O 228.5"
"Thunder","28-Mar","@ POR","W 134-131 (OT)","W 1.5","O 220.5"
"Thunder","26-Mar","@ DEN","L 107-113","W 17.5","U 228"
"Thunder","23-Mar","ORL","W 118-102","W 2","O 219.5"
"Thunder","21-Mar","BOS","L 123-132","W 13","O 215.5"
"Thunder","20-Mar","@ ORL","L 85-90","W 8.5","U 221.5"
"Thunder","18-Mar","@ MIA","L 108-120","W 14.5","O 219"
"Thunder","16-Mar","@ SA","L 120-122","W 11.5","O 233.5"
"Thunder","14-Mar","CHA","L 116-134","L 11.5","O 230"
"Thunder","13-Mar","MEM","L 118-125","W 15","O 229"
"Thunder","9-Mar","@ MIN","L 102-132","L 15.5","U 235.5"
"Thunder","8-Mar","MIL","L 115-142","L 13.5","O 232.5"
"Thunder","6-Mar","UTA","L 103-116","W 13.5","U 221"
"Thunder","4-Mar","MIN","L 101-138","L 10","O 231"
"Thunder","2-Mar","@ DEN","W 119-107","W 15.5","P 226"
"Thunder","28-Feb","SAC","L 110-131","L 5.5","O 228"
"Thunder","25-Feb","@ IND","W 129-125 (OT)","W 8","O 226.5"
"Thunder","24-Feb","PHO","L 104-124","L 10.5","O 220.5"
"Thunder","16-Feb","SA","L 106-114","P 8","O 219"
"Thunder","14-Feb","@ NY","W 127-123 (OT)","W 10","O 207.5"
"Thunder","12-Feb","@ CHI","L 101-106","W 9.5","U 216.5"
"Thunder","11-Feb","@ PHI","L 87-100","W 13.5","U 206.5"
"Thunder","9-Feb","TOR","L 98-117","L 10.5","O 205.5"
"Thunder","7-Feb","GS","L 98-110","P 12","U 210"
"Thunder","5-Feb","@ SAC","L 103-113","L 7.5","O 211.5"
"Thunder","4-Feb","@ POR","W 96-93","W 5.5","U 213"
"Thunder","2-Feb","@ DAL","W 120-114 (OT)","W 12","O 207"
"Thunder","31-Jan","POR","W 98-81","W 3.5","U 214.5"
"Thunder","28-Jan","IND","L 110-113 (OT)","L 1.5","P 223"
"Thunder","24-Jan","CHI","L 110-111","P 1","O 217"
"Thunder","22-Jan","@ CLE","L 87-94","W 12","U 208"
"Thunder","21-Jan","@ CHA","L 98-121","L 8.5","U 224.5"
"Thunder","19-Jan","@ SA","L 96-118","L 7","U 221.5"
"Thunder","17-Jan","@ DAL","L 102-104","W 11.5","U 210.5"
"Thunder","15-Jan","CLE","L 102-107","P 5","O 208.5"
"Thunder","13-Jan","@ BK","W 130-109","W 5.5","O 216"
"Thunder","11-Jan","@ WAS","L 118-122","W 7","O 211"
"Thunder","9-Jan","DEN","L 95-99","W 7","U 215.5"
"Thunder","7-Jan","MIN","L 105-135","L 5","O 219"
"Thunder","5-Jan","@ MIN","L 90-98","W 9","U 219"
"Thunder","2-Jan","DAL","L 86-95","W 10","U 207"
"Thunder","31-Dec","NY","W 95-80","W 2.5","U 208.5"
"Thunder","29-Dec","@ PHO","L 97-115","L 16","U 219"
"Thunder","28-Dec","@ SAC","L 111-117","L 5.5","O 225"
"Thunder","26-Dec","NO","W 117-112","W 1.5","O 212"
"Thunder","23-Dec","@ PHO","L 101-113","W 15","O 213"
"Thunder","22-Dec","DEN","W 108-94","W 6.5","U 214"
"Thunder","20-Dec","@ MEM","W 102-99","W 9","U 216"
"Thunder","18-Dec","LAC","W 104-103","W 4.5","U 209.5"
"Thunder","15-Dec","NO","L 110-113","W 4.5","O 212.5"
"Thunder","12-Dec","DAL","L 84-103","L 4","U 207"
"Thunder","10-Dec","LAL","L 95-116","L 3.5","U 217.5"
"Thunder","8-Dec","@ TOR","W 110-109","W 8","O 206"
"Thunder","6-Dec","@ DET","W 114-103","W 3","O 205"
"Thunder","2-Dec","@ MEM","L 79-152","L 11","O 211"
"Thunder","1-Dec","HOU","L 110-114","L -2","O 217"
"Thunder","29-Nov","@ HOU","L 89-102","L 2.5","U 217.5"
"Thunder","26-Nov","WAS","L 99-101","W 6.5","U 209.5"
"Thunder","24-Nov","UTA","L 104-110","W 14.5","O 208.5"
"Thunder","22-Nov","@ ATL","L 101-113","W 13","O 212"
"Thunder","20-Nov","@ BOS","L 105-111","W 9.5","O 205"
"Thunder","19-Nov","@ MIL","L 89-96","W 13","U 216"
"Thunder","17-Nov","HOU","W 101-89","W -3","U 214.5"
"Thunder","15-Nov","MIA","L 90-103","L 6.5","U 207.5"
"Thunder","14-Nov","BK","L 96-120","L 9","O 215.5"
"Thunder","12-Nov","SAC","W 105-103","W 5","U 219"
"Thunder","10-Nov","@ NO","W 108-100","W 4.5","U 208.5"
"Thunder","7-Nov","SA","W 99-94","W 3.5","U 213.5"
"Thunder","4-Nov","@ LAL","W 107-104","W 10.5","U 214"
"Thunder","1-Nov","@ LAC","L 94-99","W 12.5","U 210.5"
"Thunder","30-Oct","@ GS","L 82-103","L 12.5","U 216.5"
"Thunder","27-Oct","LAL","W 123-115","W 5.5","O 217.5"
"Thunder","26-Oct","GS","L 98-106","W 10.5","U 223.5"
"Thunder","24-Oct","PHI","L 103-115","L 9.5","O 215.5"
"Thunder","22-Oct","@ HOU","L 91-124","L 2.5","U 221"
"Thunder","20-Oct","@ UTA","L 86-107","L 14","U 222"
"Thunder","9-Apr","MEM","W 115-100","W -2","U 229"
"Thunder","6-Apr","@ UTA","W 114-98","W -7","U 240.5"
"Thunder","4-Apr","@ GS","L 125-136","L 7.5","O 241.5"
"Thunder","2-Apr","PHO","L 118-128","L 5.5","O 236.5"
"Thunder","31-Mar","@ IND","L 117-121","L -6","U 243.5"
"Thunder","29-Mar","DET","W 107-106","L -9.5","U 228"
"Thunder","28-Mar","CHA","L 134-137","L -10","O 226.5"
"Thunder","26-Mar","@ POR","W 118-112","L -10.5","U 232.5"
"Thunder","24-Mar","@ LAL","L 111-116","L 3.5","U 230.5"
"Thunder","23-Mar","@ LAC","L 105-127","L 4.5","O 231"
"Thunder","21-Mar","@ LAC","W 101-100","W 6.5","U 238"
"Thunder","19-Mar","PHO","W 124-120","W -1.5","O 234"
"Thunder","16-Mar","@ TOR","L 111-128","L 6.5","O 230.5"
"Thunder","14-Mar","BK","W 121-107","W -1","U 232"
"Thunder","12-Mar","@ SA","W 102-90","W -4","U 237"
"Thunder","11-Mar","@ NO","W 110-96","W 1","U 232.5"
"Thunder","8-Mar","@ PHO","L 101-132","L 11","O 232"
"Thunder","7-Mar","GS","W 137-128","W 4.5","O 243.5"
"Thunder","5-Mar","UTA","W 129-119","W -6.5","O 236"
"Thunder","3-Mar","UTA","W 130-103","W -1","O 231"
"Thunder","1-Mar","LAL","L 117-123","L -3.5","O 228"
"Thunder","28-Feb","SAC","L 117-123","L 2.5","O 230.5"
"Thunder","26-Feb","SAC","L 115-124","L 4","P 239"
"Thunder","24-Feb","@ PHO","L 115-124","P 9","O 226.5"
"Thunder","23-Feb","@ UTA","L 119-120 (OT)","P 1","U 239.5"
"Thunder","15-Feb","HOU","W 133-96","W -10","U 235.5"
"Thunder","13-Feb","NO","L 100-103","L -2.5","U 234"
"Thunder","10-Feb","@ POR","W 138-129","W 2.5","O 240"
"Thunder","7-Feb","@ LAL","W 133-130","W 6.5","O 241"
"Thunder","6-Feb","@ GS","L 114-141","L 3.5","O 232.5"
"Thunder","4-Feb","HOU","W 153-121","W -10.5","O 231.5"
"Thunder","1-Feb","@ HOU","L 106-112","L -6","U 230.5"
"Thunder","30-Jan","GS","L 120-128","L 5","O 243"
"Thunder","27-Jan","CLE","W 112-100","W -1","U 221.5"
"Thunder","25-Jan","ATL","L 132-137","L 1.5","O 238"
"Thunder","22-Jan","@ DEN","W 101-99","W 3","U 233.5"
"Thunder","20-Jan","@ SAC","L 113-118","P 5","U 245"
"Thunder","18-Jan","IND","W 126-106","W -3.5","U 237"
"Thunder","15-Jan","@ BK","W 112-102","W 4.5","U 229.5"
"Thunder","13-Jan","@ CHI","W 124-110","W 4","O 232"
"Thunder","12-Jan","@ PHI","W 133-114","W 10","O 234"
"Thunder","10-Jan","@ MIA","L 111-112","W 2","O 221"
"Thunder","8-Jan","DAL","W 120-109","W -4.5","O 227"
"Thunder","6-Jan","WAS","W 127-110","W -1","O 232"
"Thunder","4-Jan","@ ORL","L 115-126","L -1","O 229.5"
"Thunder","3-Jan","BOS","W 150-117","W 11.5","O 229.5"
"Thunder","31-Dec","PHI","L 96-115","L 3","U 225.5"
"Thunder","29-Dec","@ CHA","L 113-121","L 2.5","U 238"
"Thunder","27-Dec","SA","W 130-114","W -6.5","O 235.5"
"Thunder","23-Dec","NO","L 125-128 (OT)","L -2","O 232.5"
"Thunder","21-Dec","POR","W 101-98","W 4","U 233.5"
"Thunder","19-Dec","POR","W 123-121","W 4","O 233.5"
"Thunder","17-Dec","MEM","W 115-109","W 11","U 230"
"Thunder","16-Dec","MIN","L 110-112","L -5","U 234.5"
"Thunder","14-Dec","MIA","L 108-110","W 2.5","U 222"
"Thunder","12-Dec","@ DAL","L 114-121","W 8.5","O 227"
"Thunder","10-Dec","@ CLE","L 102-110","L 5","U 218"
"Thunder","7-Dec","@ MEM","L 102-123","L 8.5","U 233"
"Thunder","5-Dec","@ ATL","W 121-114","W 6.5","U 237"
"Thunder","3-Dec","@ MIN","W 135-128","W 5.5","O 233"
"Thunder","30-Nov","SA","W 119-111","W -3","O 229"
"Thunder","28-Nov","@ NO","L 101-105","W 5.5","U 232"
"Thunder","26-Nov","@ HOU","L 105-118","L -1.5","U 232.5"
"Thunder","25-Nov","CHI","W 123-119 (OT)","W 3","O 232.5"
